Movie Name,Director,Lead_Actor,Lead_Actress,Runtime ( .),Release Date,IMDb_Rating,Language,Animated,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,Music_Rating,Music_Director,CBFC/MPAA,Popularity of Lead Actor (POAM),Popularity of Lead Actress (POAF),Popularity of Director (POD),CSS,Follower Count (Lead Actor),Follower Count (Lead Actress),BO Collection (Total),1st Week,2nd Week,3rd Week,4th Week,Overseas Collection,Budget,Trailer Views,Trailer Likes (K),No. of Screens,Verdict
Rocketry: The Nambi Effect,Madhavan,R Madhavan,Simran,157,07-01-2022,8.8,Other Regional,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,Sam C. S.,UA,0.32,0.39,0.32,0.35,4.1M,656K,45.25,13.76,10.1,6.5,4.04,5,55,"1,59,23,686",646,500,Flop
Sita Ramam,Hanu Raghavapudi,Dulquer Salmaan,Mrunal Thakur,163,08-05-2022,8.6,Other Regional,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,Vishal Chandrasekhar,U,0.5,0.23,0.75,0.35,12.6M,9.1M,94.28,27.05,13.06,7.42,6.78,17,30,"33,09,900",94,1000,Blockbuster
Jersey,Gowtam Tinnanuri,Sahid Kapoor,Mrunal Thakur,170,4/22/2022,7.3,Hindi,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.1,Anirudh Ravichander,UA,0.13,0.23,0.5,0.35,41.2M,9.1M,27.9,19.33,4.97,0,0,3.5,80,"6,83,25,590",1100,2000,Disaster
Kaithi,Lokesh Kanagaraj,Karthi,Baby Monica,146,10/25/2019,8.4,Other Regional,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,Sam C. S.,UA,0.33,0.46,1,0.2,3.5M,137K,105,41.2,23.6,14.5,5,20,25,"1,63,49,443",150,1000,Hit
Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,Harry Baweja,Om Puri,Tabu,134,11-11-2016,8.5,Other Regional,Animated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,Harry Baewja,U,0.19,0.37,0.45,0.45,452K,137K,60,22.5,12.6,8.5,6.3,10,20,"28,49,251",22,750,Average
Avengers: Endgame,Russo Brothers,Robert Downey Jr.,Scarlett Johansson,181,4/26/2019,8.4,English,Live Action,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.2,Alan Silvestri,UA,0.85,0.85,0.33,0.15,55.7M,64.1K,2794.73,473.89,186.55,80.94,39.93,1936.35,400,"15,55,68,297",3800,20000,Blockbuster
Avengers: Infinity War,Russo Brothers,Robert Downey Jr.,Scarlett Johansson,149,4/27/2018,8.4,English,Live Action,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,Alan Silvestri,UA,0.85,0.85,0.33,0.35,55.7M,64.1K,2048.36,338.33,147.68,80.35,38.83,1369.54,400,"25,92,69,459",4100,20000,Blockbuster
Django Unchained,Quentin Tarantino,Jamie Foxx,Kerry Washington,165,12/25/2012,8.4,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.5,Ennio Moricone,A,0.29,0.37,0.26,0.4,16.5M,137K,449.86,33.32,52.95,28.06,15.78,287.03,100,"13,59,979",10,5000,Superhit
National Theatre Live: Coriolanus,Josie Rourke,Tom Hiddleston,Jessica Chastain,123,1/20/2012,8.5,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,Ilan Eshkeri,UA,0.41,0.28,0.33,0.35,10.8M,5.2M,7.7,1.2,1.1,0.9,0.8,7.7,2.4,"18,03,688",3.8,5000,Hit
Sardar Udham,Shoojit Sircar,Vicky Kaushal,Kerry Washington,162,10/16/2021,8.4,Hindi,Live Action,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,Shantanu Moitra,UA,0.45,0.37,0.5,0.35,16M,137K,84.5,37.9,12.04,3.5,1.25,20,30,"3,96,96,971",345,-,Hit
Asuran,Vetrimaaran,Dhanush,Manju Warrier,140,10-04-2019,8.4,Other Regional,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.1,G. V. Prakash Kumar,UA,0.46,0.69,0.83,0.15,5.9M,3.2M,67,23.2,15.1,10.25,4.25,14.2,32,"1,47,16,917",419,1000,Superhit
Dil Bechara,Mukesh Chhabra,Sushant Singh Rajput,Sanjana Sanghi,101,7/24/2020,8.4,Hindi,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,A. R. Rahman,UA,0.7,0.83,0.15,0.15,13.2M,2.6M,90,10,8,5,3,35,30,"9,64,87,445",10000,-,Superhit
Mahanati,Nag Ashwin,Dulquer Salmaan,Keerthy Suresh,169,05-09-2018,8.4,Other Regional,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,Mickey J. Meyer,U,0.42,0.46,0.8,0.35,12.6M,15.5M,83,21.26,17.08,11.5,9.25,10.51,25,"1,04,30,584",99,750,Blockbuster
Joker,Todd Phillips,Joaquin Phoenix,Zazie Beetz,122,10-04-2019,8.4,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.1,Hildur Guðnadóttir,UA,0.41,0.47,0.33,0.3,14.5K,849K,1066.21,137.79,80.29,40.66,27.01,730.76,70,"10,00,12,933",100000,10000,Blockbuster
Vikram,Lokesh Kanagaraj,Kamal Haasan,Kerry Washington,174,06-03-2022,8.3,Other Regional,Live Action,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,Anirudh Ravichander,UA,0.13,0.37,1,0.35,3.6M,137K,500,168.5,61.1,31.75,16.15,10,120,"4,56,06,960",1300,2000,Blockbuster
Dangal,Nitesh Tiiwari,Aamir Khan,Fatima Sana Shaikh,161,12/23/2016,8.3,Hindi,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,Pritam,U,0.44,0.4,0.4,0.35,2M,3.3M,2200,197.54,115.96,46.35,15.08,1535.3,70,"7,19,62,950",417,4000,Blockbuster
Lokmanya Ek Yugpurush,Om Raut,Subodh Bhave,Priya Bapat,139,01-02-2015,8.3,Other Regional,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,Ajit-Sameer,U,0.5,0.41,0.2,0.35,710K,2M,13,7.5,3.1,2.2,1.2,0.12,73,"5,33,164",9.1,750,Average
Kantara,Rishab Shetty,Rishab Shetty,Sapthami Gowda,150,9/30/2022,8.3,Other Regional,Live Action,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.1,B. Ajaneesh Loknath,UA,0.51,0.5,0.51,0.5,804K,602K,450,35.78,49.82,79.7,69.2,44,73.27,"43,03,718",165,1000,Blockbuster
Shershaah,Vishnuvardhan,Sidharth Malhotra,Kiara Advani,135,08-12-2021,8.3,Hindi,Live Action,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,B Praak,UA,0.25,0.5,0.33,0.3,25.3M,32M,100,11.53,10,7.63,4.5,30,73.54,"5,99,69,798",963,-,Superhit
Drishyam 2,Abhishek Pathak,Ajay Devgan,Shriya Saran,140,11/18/2022,8.2,Hindi,Live Action,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Anil Johnson,UA,0.31,0.62,0.5,0.25,11M,4.3M,345.05,104.66,58.82,32.82,19.4,59.5,73.81,"1,88,29,894",410,3000,Hit
Gangs of Wasseypur,Anurag Kashayp,Manoj Bajpayee,Huma Qureshi,160,08-08-2012,8.2,Hindi,Live Action,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,G. V. Prakash Kumar,A,0.06,0.43,0.38,0.45,3.9M,6.9M,33.9,17.59,3.41,2.5,1.2,0.08,74.08,"17,49,291",17,1000,Flop
Bhaag Milkha Bhaag,Rakeysh Omprakash Mehra,Farhan Akhtar,Divya Dutta,186,7/22/2013,8.2,Hindi,Live Action,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,Shankar Mahadevan,U,0.36,0.09,0.38,0.4,3.8M,1.1M,168,52.44,26.05,16.15,6.05,21.12,74.35,"32,18,564",10,1500,Superhit
Paan Singh Tomar,Tigmanshu Dhulia,Irrfan Khan,Mahie Gill,135,03-02-2012,8.2,Hindi,Live Action,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,Abhishek Rai,UA,0.11,0.05,0.15,0.3,958K,236K,38.4,7.68,2.32,1.2,0.5,1.03,74.62,"9,06,046",8.3,200,Average
Shahid,Hansal Mehta,Rajkumar Rao,Prabhleen Sandhu,123,10/18/2013,8.2,Hindi,Live Action,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,Karan Kulkarni,A,0.16,0,0,0.25,7M,467K,2.92,0.1,0.12,0.17,0.01,1.12,74.89,"2,16,629",1.7,300,Flop
The Wolf of Wall Street,Martin Scorsese,Leonardo DiCaprio,Margot Robbie,180,12/25/2013,8.2,English,Live Action,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,Various artists (soundtrack includes various songs),R,0.94,0.68,0.94,0.45,62M,1.7M,392,34.29,22.86,18.36,14.65,275,75.16,"13,70,83,279",106,"3,400",Blockbuster
Spider-Man: No Way Home,Jon Watts,Tom Holland,Zendaya,148,12/17/2021,8.4,English,Live Action,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,Michael Giacchino,PG-13,0.77,0.21,0.28,0.57,67M,182M,1941,260.06,148.69,80,58.02,1396,75.43,"37,58,70,664",182,"4,336",Blockbuster
Drishyam,Nishikant Kamat,Ajay Devgn,Tabu,163,7/31/2015,8.2,Hindi,Live Action,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.2,Vishal Bhardwaj,UA,0.32,0.33,0.58,0.25,10.6M,2.5M,9,4.5,2.5,1.2,0.8,1.5,75.7,"37,12,486",62,"2,000",Superhit
Rama Rama Re,D. Satya Prakash,Nataraj S. Bhat,Ninasam Bimbashri,100,21-10-2016,8.1,Other Regional,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.5,Vasuki Vaibhav,U/A,0.5,0.33,0.6,0.25,958K,467K,1.055,0.12,0.01,0.01,0.01,0.02,75.97,2511,13,50,Average
The Father,Florian Zeller,Anthony Hopkins,Olivia Colman,97,2/26/2021,8.3,English,Live Action,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,Ludovico Einaudi,PG-13,0.28,0.54,0.6,0.4,4.1M,745,46,7,11,9,6,26,76.24,"39,21,804",59,"2,000",Superhit
Vikram Vedha,Pushkar,Hrithik Roshan,Yogita Bihani,147,7/21/2017,8.6,Other Regional,Live Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,Sam C.S.,UA,0.63,0.5,0.67,0.55,45.4M,351K,41.2,6.58,5.23,3.78,2.47,25.5,76.51,"2,96,45,874",424,"1,000",Superhit
Green Book,Peter Farrelly,Viggo Mortensen,Linda Cardellini,130,11/16/2018,8.2,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,Kris Bowers,PG-13,0.48,0.64,0.8,0.35,958K,694K,322.1,7.3,5.5,4,3.1,236.7,76.78,"98,15,187",96,"2,641",Hit
Andhadhun,Sriram Raghavan,Ayushmann Khurrana,Tabu,139,10-05-2018,8.3,Hindi,Live Action,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Amit Trivedi,UA,0.67,0.33,0.67,0,17.5M,2.5M,50,8.6,5.9,4.3,2.8,43.1,77.05,"1,26,24,246",110,"1,500",Superhit
1917,Sam Mendes,Dean-Charles Chapman,Kerry Washington,119,12/25/2019,8.3,English,Live Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,Thomas Newman,R,0.57,0.37,0.37,0.35,1565,467K,374.7,36.5,14,11,8.9,225.5,77.32,"3,26,15,238",320,"3,434",Hit
Nil Battey Sannata,Ashwiny Iyer Tiwari,Pankaj Tripathi,Swara Bhasker,100,4/22/2016,8.5,Hindi,Live Action,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,,PG,0.49,0.72,0.5,0.4,4.8M,2.1M,13.9,0.69,0.4,0.29,0.21,1.2,77.59,"12,50,225",300,500,Average
Major,Sashi Kiran Tikka,Adivi Sesh,Revathi,135,07-02-2022,8.5,Other Regional,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,Sricharan Pakala,UA,0.67,0.35,0.33,0.46,1.1M,895K,15,13.7,7.8,4.2,2.9,2.8,77.86,"12,04,535",727,"1,000",Hit
"Montevideo, vidimo se!",Dragan Bjelogrlić,Milos Bikovic,Elena Martínez,141,12-05-2014,8,Other Regional,Live Action,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.6,Vojislav Kostic,UA,0.21,0.07,0.2,0.35,1.8M,467K,13.5,2.18,1.84,1.29,0.91,5.6,78.13,6456827,257,300,Average
Logan,James Mangold,Hugh Jackman,Dafne Keen,137,03-03-2017,8.1,English,Live Action,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.8,Marco Beltrami,R,0.64,1,0.6,0.6,31.3M,587K,619,88.41,38.11,25.88,15.29,390.53,78.4,"1,92,60,316",382,"4,000",Superhit
Barfi!,Anurag Basu,Ranbir Kapoor,Priyanka Chopra Jonas,151,9/14/2012,8.1,Hindi,Live Action,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,Pritam,PG-13,0.43,0.29,0.5,0.55,169K,492K,41,7.48,5.17,3.63,2.64,14.18,78.67,"1,43,98,176",700,"1,000",Hit
Queen,Vikas Bahl,Rajkummar Rao,Kangana Ranaut,146,03-07-2014,8.2,Hindi,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,Amit Trivedi,UA,0.16,0.14,0.33,0.55,7M,9.4M,21.6,9.13,7.56,5.62,4.32,14.8,78.94,"1,35,79,428",895,"1,000",Superhit
Prisoners,Denis Villeneuve,Hugh Jackman,Viola Davis,153,9/20/2013,8.1,English,Live Action,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.4,Jóhann Jóhannsson,R,0.64,0.59,0.82,0.45,31.3M,11.1M,122.1,20.82,10.88,6.79,4.18,68.2,79.21,"3,36,45,332","3,290","3,000",Hit
12 Years a Slave,Steve McQueen,Chiwetel Ejiofor,Kerry Washington,134,11-08-2013,8.1,English,Live Action,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,Hans Zimmer,R,0.42,0.37,0.48,0.35,958K,467K,187.7,48.32,26.58,13.04,7.42,158.8,79.48,"2,48,63,829","1,411","1,000",Superhit
Spotlight,Tom McCarthy,Mark Ruffalo,Rachel McAdams,129,11/20/2015,8.1,English,Live Action,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.7,Howard Shore,R,0.58,0.53,0.55,0.2,21M,479K,98.3,5.46,4.39,2.64,1.62,62.8,79.75,"1,32,46,161","1,089","1,000",Hit
Miss Saigon,Brett Sullivan,Jon Jon Briones,Eva Noblezada,150,7/15/2022,7.8,English,Live Action,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,John Music-Director,PG-13,0.4,0.8,0.6,0.35,30.8K,233K,80,10,7,4,3,18,80.02,"45,00,000",120,900,Average
The Grand Budapest Hotel,Wes Anderson,Ralph Fiennes,Kerry Washington,100,3/28/2014,8.1,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Alexandre Desplat,R,0.78,0.37,0.86,0.5,958K,467K,172.9,8.49,6.83,4.58,2.85,113.6,80.29,"2,59,84,557","1,467","1,000",Hit
Article 15,Anubhav Sinha,Ayushmann Khurrana,Isha Talwar,130,6/28/2019,8.2,Hindi,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Devi Sri Prasad,A,0.75,0.4,0.56,0.15,18M,1M,94.8,20.04,13.59,7.65,4.26,24.5,80.56,"1,41,42,090","1,250","1,000",Hit
Section 375,Ajay Bahl,Akshaye Khanna,Richa Chadha,124,9/13/2019,8.1,Hindi,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Clinton Cerejo,UA,0.4,0.28,0.5,0.55,11K,2.5M,45,11.86,6.81,4.07,2.43,11.75,80.83,"75,46,938",996,"1,000",Average
Ford v Ferrari,James Mangold,Matt Damon,Caitríona Balfe,152,11/15/2019,8.1,English,Live Action,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,Marco Beltrami,PG-13,0.53,0.43,0.93,0.5,54K,1.9M,225.5,31.48,16.21,10.67,6.43,225,81.1,"1,53,43,000","3,528","3,000",Superhit
Gone Girl,David Fincher,Ben Affleck,Rosamund Pike,149,10-03-2014,8.1,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,Trent Reznor,R,0.43,0.62,0.75,0.35,958K,874K,369.3,37.51,17.76,10.86,6.52,200,81.37,21487510,"3,335","3,000",Superhit
Mad Max: Fury Road,George Miller,Tom Hardy,Charlize Theron,120,5/15/2015,8.1,English,Live Action,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,Junkie XL,R,0.65,0.75,0.43,0.5,10M,7M,374.7,45.43,27.68,15.84,8.98,222.2,81.64,"1,75,47,223","3,700","3,000",Superhit
Hacksaw Ridge,Mel Gibson,Andrew Garfield,Teresa Palmer,139,11-04-2016,8.1,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.1,Rupert Gregson-Williams,R,0.78,0.24,0.57,0.25,1M,1.2M,175.3,15.19,8.98,5.36,3.24,125,81.91,"1,46,92,192","2,967","2,500",Superhit
"Three Billboards Outside Ebbing, Missouri",Martin McDonagh,Frances McDormand,Woody Harrelson,115,11-10-2017,8.1,English,Live Action,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.3,Carter Burwell,R,0.33,0.46,"0,25",0.25,3M,8K,160.2,2.03,0.96,0.57,0.37,157.3,82.18,"1,80,59,147","1,578","1,500",Hit
Bajrangi Bhaijaan,Kabir Khan,Salman Khan,Kareena Kapoor Khan,163,7/17/2015,8,Hindi,Live Action,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,Pritam,PG,0.19,0.37,0.33,0.35,67.1M,11M,597.5,102.6,36.21,21.4,11.7,191,82.45,"72,25,000","4,700","3,000",Blockbuster
Mommy,Xavier Dolan,Antoine-Olivier Pilon,Anne Dorval,139,5/22/2014,8.1,Other Regional,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Noia,R,0.85,0.85,0.3,0.55,132K,1856,10.4,0.5,0.2,0.15,0.1,10.4,82.72,"11,704",10,"1,000",Hit
Ship of Theseus,Anand Gandhi,Sohum Shah,Aida El-Kashef,143,7/19/2013,8,Hindi,Live Action,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.2,Rohan,U,0.85,0.85,0.5,0.3,88K,20K,4,0.29,0.1,0.05,0.03,4,82.99,"46,789",10,500,Flop
Special 26,Neeraj Pandey,Akshay Kumar,Kajal Agarwal,144,02-07-2013,8,Hindi,Live Action,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,M.M. Kreem,UA,0.29,0.37,0.25,0.18,67M,326K,131,21.51,10.38,6.63,4.68,44.7,83.26,"70,12,889","1,750","1,000",Hit
Kaksparsh,Mahesh Manjrekar,Sachin Khedekar,Priya Bapat,145,11-04-2012,8,Other Regional,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,Ajay-Atul,UA,0.41,0.28,0.7,0.3,15.9K,2M,3.4,0.32,0.08,0.05,0.03,3.4,83.53,"3,89,000",7,500,Superhit
Her,Spike Jonze,Joaquin Phoenix,Scarlett Johansson,126,01-10-2013,8,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8.1,,R,0.45,0.37,0.6,0.2,222K,4M,47.4,2.95,1.29,0.8,0.58,238.7,83.8,"1,24,76,144","1,729","1,500",Superhit
Song of the Sea,Tomm Moore,David Rawle,Brendan Gleeson,93,12-10-2014,8.1,English,Animated,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,PG,0.46,0.69,0.33,0.5,958K,467K,9.9,0.16,0.06,0.03,0.02,6.6,84.07,"19,35,670",171,500,Average
The Imitation Game,Morten Tyldum,Benedict Cumberbatch,Kiera Knightley,113,01-07-2014,8,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.8,Alexandre Desplat,PG-13,0.7,0.83,0.4,0.35,93K,246K,233.6,2.95,1.29,0.8,0.58,138.8,84.34,"1,63,28,722","1,566","1,500",Blockbuster
Lion,Garth Davis,Dev Patel,Rooney Mara,118,11/25/2016,8,English,Live Action,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,Dustin O'Halloran,PG-13,0.42,0.46,0.7,0.2,18K,104K,140.3,2.11,1.32,0.84,0.52,87.3,84.61,"1,63,92,227","1,056","1,000",Blockbuster
Guardians of the Galaxy,James Gunn,Chris Pratt,Zoe Saldana,121,08-01-2014,8,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,Tyler Bates,PG-13,0.41,0.47,0.6,0.3,46M,11M,773.3,94.32,57.38,34.88,21.31,440.2,84.88,"3,31,20,963","4,080","3,000",Blockbuster
La La Land,Damien Chazelle,Ryan Gosling,Emma Stone,128,12-09-2016,8,English,Live Action,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,Justin Hurwitz,PG-13,0.13,0.37,0.43,0.21,452K,138K,445.3,9.62,6.49,5.31,3.75,295.9,85.15,"2,94,75,474","1,870","1,500",Blockbuster
Mukkabaaz,Anurag Kashyap,Vineet Kumar Singh,Zoya Hussain,145,01-12-2018,8,Hindi,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,UA,0.41,0.47,0.6,0.4,1M,130K,10.1,0.44,0.17,0.11,0.07,0.5,85.42,"64,89,635",600,"1,000",Hit
Blade Runner 2049,Denis Villeneuve,Ryan Gosling,Harrison Ford,164,10-06-2017,8,English,Live Action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Hans Zimmer,R,0.13,0.37,0.43,0.35,452K,48K,259.3,32.75,13.18,7.63,4.52,167,85.69,"2,39,08,527","3,850","3,000",Blockbuster
Deadpool,Tim Miller,Ryan Reynolds,Morena Baccarin,108,02-12-2016,8,English,Live Action,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,Junkie XL,R,0.44,0.4,0.5,0.45,50M,3.3M,782.6,132.43,69.19,42.05,27.32,419.1,85.96,"2,41,46,036","3,558","3,000",Blockbuster
The Revenant,Alejandro,Leonardo DiCaprio,Tom Hardy,156,01-08-2015,8,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,Ryuichi Sakamoto,R,0.5,0.41,0.6,0.35,62M,10M,533,54.4,29.45,16.23,8.53,349.3,86.23,"3,25,24,012","3,711","3,000",Blockbuster
Who Killed Captain Alex?,Nabwana I.G.G.,Paulo Bwoya,Lydia Draru,68,7/30/2010,7.6,English,Live Action,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5,African Thunder,UA,0.51,0.5,0.67,0.4,1M,5K,78.9,15.3,7.67,5.42,2.98,42.75,86.5,"12,32,566",22,1000,Disaster
Thor: Ragnarok,Taika Waititi,Chris Hemsworth,Tom Hiddleston,130,03-11-2017,7.9,English,Animated,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,Mark Mothersbaugh,PG-13,0.25,0.5,0.43,0.3,58M,11M,854.02,122.74,62.95,35.46,21.89,538.86,86.77,"10,51,56,279",4088,3000,Blockbuster
Serbuan maut 2: Berandal,Gareth Evans,Iko Uwais,Yayan Ruhian,150,11-04-2014,8,Other Regional,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,Joseph Trapanese,R,0.31,0.62,0.67,0.1,2M,355K,6.57,1.77,1.03,0.62,0.36,6.98,87.04,"2,08,25,407",114,3000,Hit
